,DATE,STATION,NAME,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,TARGET
2216,2012-02-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",21.25,0.0,0.0,0.0,40.0,19.0,300.0,300.0,42.9,51.0,47.0
2217,2012-02-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",26.4,0.0,0.0,0.0,47.0,20.0,170.0,170.0,49.0,59.1,44.0
2218,2012-02-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.99,0.0,0.0,0.0,44.0,24.0,180.0,250.0,31.1,36.0,56.0
2219,2012-02-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,56.0,30.0,300.0,280.0,29.1,34.9,42.0
2220,2012-03-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.02,0.0,0.0,42.0,25.0,10.0,20.0,21.9,29.1,35.0
2221,2012-03-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.01,0.0,0.0,35.0,16.0,10.0,20.0,23.0,25.9,47.0
2222,2012-03-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.0,0.0,0.0,0.0,47.0,18.0,270.0,270.0,34.9,42.9,62.0
2223,2012-03-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,62.0,30.0,260.0,270.0,31.1,38.0,68.0
2224,2012-03-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.0,0.0,0.0,68.0,29.0,300.0,300.0,34.9,40.0,73.0
2225,2012-03-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.9,0.0,0.0,0.0,73.0,33.0,230.0,220.0,33.1,42.9,50.0
2226,2012-03-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,50.0,25.0,20.0,20.0,28.0,32.0,47.0
2227,2012-03-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.04,0.0,0.0,0.0,47.0,19.0,210.0,210.0,14.1,16.1,61.0
2228,2012-03-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,61.0,24.0,200.0,200.0,23.0,31.1,67.0
2229,2012-03-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",17.67,0.0,0.0,0.0,67.0,32.0,170.0,170.0,29.1,36.9,64.0
2230,2012-03-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,64.0,33.0,170.0,200.0,21.9,25.1,67.0
2231,2012-03-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,67.0,38.0,220.0,220.0,15.0,19.9,74.0
2232,2012-03-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,74.0,34.0,200.0,180.0,19.9,23.9,73.0
2233,2012-03-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,73.0,34.0,300.0,190.0,21.0,29.1,71.0
2234,2012-03-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,71.0,36.0,210.0,190.0,19.9,25.9,75.0
2235,2012-03-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,75.0,41.0,350.0,170.0,17.0,21.0,76.0
2236,2012-03-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.21,0.0,0.0,0.0,76.0,43.0,180.0,180.0,32.0,38.9,71.0
2237,2012-03-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",24.38,0.0,0.0,0.0,71.0,39.0,180.0,190.0,46.1,57.9,52.0
2238,2012-03-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,52.0,28.0,240.0,210.0,28.0,36.9,51.0
2239,2012-03-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,51.0,23.0,20.0,20.0,23.0,29.1,63.0
2240,2012-03-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,63.0,25.0,20.0,360.0,23.0,30.0,65.0
2241,2012-03-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,65.0,31.0,100.0,50.0,19.9,23.9,76.0
2242,2012-03-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,76.0,37.0,180.0,180.0,25.1,30.0,72.0
2243,2012-03-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,72.0,42.0,90.0,60.0,19.9,29.1,75.0
2244,2012-03-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,75.0,37.0,100.0,100.0,23.9,30.0,80.0
2245,2012-03-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.01,0.0,0.0,0.0,80.0,46.0,240.0,200.0,45.0,55.9,70.0
2246,2012-03-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,70.0,32.0,130.0,120.0,21.9,28.0,75.0
2247,2012-03-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,75.0,40.0,200.0,150.0,19.9,25.9,71.0
2248,2012-03-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,71.0,45.0,290.0,290.0,30.0,36.9,75.0
2249,2012-03-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,75.0,43.0,270.0,260.0,25.1,30.0,81.0
2250,2012-03-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,81.0,42.0,130.0,150.0,23.9,32.0,84.0
2251,2012-04-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.0,0.0,0.0,84.0,46.0,350.0,350.0,36.0,48.1,56.0
2252,2012-04-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",22.37,0.04,0.0,0.0,56.0,34.0,10.0,360.0,36.0,46.1,35.0
2253,2012-04-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.43,1.0,0.0,35.0,31.0,360.0,360.0,28.0,31.1,59.0
2254,2012-04-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.0,0.0,0.0,59.0,35.0,140.0,150.0,15.0,17.0,72.0
2255,2012-04-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.54,0.0,0.0,0.0,72.0,37.0,170.0,180.0,31.1,38.0,76.0
2256,2012-04-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",21.7,0.0,0.0,0.0,76.0,32.0,230.0,230.0,40.0,51.0,61.0
2257,2012-04-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.66,0.0,0.0,0.0,61.0,24.0,160.0,120.0,25.1,34.9,71.0
2258,2012-04-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,71.0,35.0,190.0,190.0,23.0,29.1,68.0
2259,2012-04-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,68.0,35.0,130.0,130.0,17.9,21.9,78.0
2260,2012-04-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,78.0,38.0,160.0,160.0,21.9,28.0,73.0
2261,2012-04-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.99,0.12,0.0,0.0,73.0,46.0,200.0,200.0,40.9,55.0,67.0
2262,2012-04-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.04,0.0,0.0,67.0,40.0,350.0,330.0,25.1,36.0,64.0
2263,2012-04-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,64.0,34.0,210.0,220.0,31.1,38.0,62.0
2264,2012-04-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.21,0.0,0.0,62.0,34.0,10.0,10.0,28.0,36.9,52.0
2265,2012-04-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",18.79,0.03,0.0,0.0,52.0,36.0,350.0,350.0,44.1,55.9,59.0
2266,2012-04-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,59.0,29.0,270.0,280.0,17.0,21.9,70.0
2267,2012-04-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,70.0,34.0,290.0,290.0,23.0,30.0,72.0
2268,2012-04-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,72.0,33.0,320.0,300.0,25.1,33.1,64.0
2269,2012-04-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,64.0,39.0,330.0,330.0,29.1,36.9,69.0
2270,2012-04-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,69.0,38.0,280.0,270.0,17.9,21.9,73.0
2271,2012-04-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,73.0,45.0,130.0,130.0,19.9,23.0,76.0
2272,2012-04-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,76.0,37.0,200.0,200.0,19.9,23.9,82.0
2273,2012-04-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,82.0,46.0,180.0,180.0,17.9,21.9,88.0
2274,2012-04-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,88.0,50.0,310.0,290.0,29.1,36.0,82.0
2275,2012-04-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,82.0,51.0,120.0,100.0,21.0,25.1,79.0
2276,2012-04-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.43,0.0,0.0,79.0,51.0,230.0,240.0,38.9,46.1,66.0
2277,2012-04-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.99,0.09,0.0,0.0,66.0,38.0,300.0,290.0,36.9,48.1,61.0
2278,2012-04-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.76,0.0,0.0,0.0,61.0,35.0,270.0,270.0,32.0,40.0,64.0
2279,2012-04-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,64.0,35.0,240.0,230.0,16.1,17.9,76.0
2280,2012-04-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,76.0,40.0,140.0,150.0,15.0,29.1,79.0
2281,2012-05-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,79.0,47.0,350.0,350.0,23.9,29.1,79.0
2282,2012-05-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,79.0,43.0,160.0,170.0,30.0,36.9,81.0
2283,2012-05-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",16.11,0.0,0.0,0.0,81.0,48.0,190.0,180.0,38.0,48.1,88.0
2284,2012-05-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,88.0,54.0,80.0,80.0,25.1,30.0,84.0
2285,2012-05-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.63,0.07,0.0,0.0,84.0,49.0,30.0,20.0,34.9,44.1,61.0
2286,2012-05-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,61.0,42.0,320.0,100.0,21.0,28.0,47.0
2287,2012-05-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.12,0.0,0.0,47.0,41.0,70.0,110.0,13.0,16.1,65.0
2288,2012-05-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.59,0.0,0.0,0.0,65.0,39.0,180.0,50.0,13.0,15.0,78.0
2289,2012-05-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,78.0,39.0,190.0,210.0,21.0,33.1,85.0
2290,2012-05-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,85.0,51.0,280.0,260.0,38.9,51.0,51.0
2291,2012-05-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.01,0.0,0.0,51.0,39.0,10.0,10.0,30.0,34.9,56.0
2292,2012-05-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.14,0.02,0.0,0.0,56.0,38.0,340.0,340.0,17.9,21.0,61.0
2293,2012-05-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.0,0.0,0.0,61.0,36.0,310.0,320.0,13.0,16.1,77.0
2294,2012-05-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,77.0,43.0,220.0,220.0,15.0,17.0,82.0
2295,2012-05-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,82.0,45.0,200.0,200.0,17.0,23.9,84.0
2296,2012-05-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,84.0,50.0,200.0,210.0,36.0,47.0,82.0
2297,2012-05-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,82.0,55.0,310.0,300.0,21.9,29.1,88.0
2298,2012-05-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,88.0,54.0,170.0,170.0,31.1,40.0,57.0
2299,2012-05-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.19,0.0,0.0,57.0,42.0,40.0,360.0,21.0,23.9,76.0
2300,2012-05-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,76.0,38.0,190.0,80.0,17.0,23.9,88.0
2301,2012-05-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,88.0,50.0,190.0,200.0,23.9,30.0,93.0
2302,2012-05-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.63,0.0,0.0,0.0,93.0,55.0,220.0,20.0,21.0,25.9,69.0
2303,2012-05-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.6,0.0,0.0,69.0,48.0,40.0,40.0,21.0,25.9,68.0
2304,2012-05-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,68.0,46.0,320.0,320.0,25.9,32.0,75.0
2305,2012-05-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.21,0.0,0.0,0.0,75.0,48.0,130.0,120.0,30.0,38.0,92.0
2306,2012-05-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",18.34,0.0,0.0,0.0,92.0,54.0,180.0,170.0,42.9,51.9,74.0
2307,2012-05-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,74.0,45.0,310.0,310.0,25.9,32.0,77.0
2308,2012-05-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,77.0,49.0,270.0,270.0,30.0,38.9,81.0
2309,2012-05-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,81.0,38.0,200.0,180.0,17.0,29.1,85.0
2310,2012-05-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,85.0,46.0,50.0,40.0,28.0,36.0,75.0
2311,2012-05-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,75.0,40.0,60.0,70.0,17.0,21.0,83.0
2312,2012-06-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,83.0,50.0,40.0,40.0,21.9,25.9,87.0
2313,2012-06-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,87.0,51.0,240.0,250.0,51.9,66.9,90.0
2314,2012-06-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,90.0,59.0,260.0,260.0,44.1,53.0,94.0
2315,2012-06-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",16.11,0.0,0.0,0.0,94.0,59.0,150.0,150.0,40.9,51.0,86.0
2316,2012-06-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",25.28,0.0,0.0,0.0,86.0,59.0,160.0,160.0,40.0,49.0,91.0
2317,2012-06-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.61,0.0,0.0,91.0,58.0,200.0,200.0,40.9,61.1,86.0
2318,2012-06-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.65,0.61,0.0,0.0,86.0,54.0,140.0,140.0,40.0,49.0,89.0
2319,2012-06-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.43,0.0,0.0,0.0,89.0,56.0,90.0,90.0,30.0,40.0,95.0
2320,2012-06-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,95.0,61.0,120.0,120.0,23.9,23.9,75.0
2321,2012-06-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,75.0,50.0,30.0,30.0,32.0,38.0,78.0
2322,2012-06-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,78.0,43.0,170.0,90.0,21.9,28.0,87.0
2323,2012-06-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,87.0,53.0,90.0,260.0,19.9,28.0,92.0
2324,2012-06-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,92.0,53.0,160.0,160.0,29.1,44.1,85.0
2325,2012-06-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,85.0,51.0,320.0,310.0,23.0,44.1,84.0
2326,2012-06-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",16.11,0.0,0.0,0.0,84.0,60.0,260.0,260.0,38.0,47.0,81.0
2327,2012-06-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,81.0,55.0,330.0,340.0,25.9,33.1,98.0
2328,2012-06-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,98.0,63.0,330.0,250.0,23.9,32.0,100.0
2329,2012-06-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,100.0,65.0,350.0,140.0,21.0,25.9,96.0
2330,2012-06-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.65,0.0,0.0,0.0,96.0,64.0,360.0,10.0,34.9,42.9,76.0
2331,2012-06-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,76.0,53.0,10.0,360.0,31.1,38.0,88.0
2332,2012-06-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.43,0.0,0.0,0.0,88.0,59.0,170.0,170.0,29.1,36.0,102.0
2333,2012-06-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.08,0.0,0.0,0.0,102.0,58.0,210.0,210.0,25.9,33.1,104.0
2334,2012-06-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,104.0,58.0,110.0,120.0,19.9,25.9,102.0
2335,2012-06-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,102.0,68.0,260.0,250.0,30.0,38.0,105.0
2336,2012-06-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,105.0,65.0,160.0,190.0,30.0,36.0,105.0
2337,2012-06-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.0,0.0,0.0,105.0,71.0,230.0,220.0,40.9,49.0,97.0
2338,2012-06-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,97.0,65.0,220.0,250.0,17.9,45.0,97.0
2339,2012-06-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,97.0,61.0,220.0,230.0,29.1,36.9,98.0
2340,2012-06-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,98.0,65.0,250.0,260.0,38.0,63.1,99.0
2341,2012-06-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,99.0,64.0,300.0,310.0,23.9,30.0,101.0
2342,2012-07-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.66,0.0,0.0,0.0,101.0,69.0,130.0,130.0,34.9,40.9,101.0
2343,2012-07-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.03,0.0,0.0,101.0,68.0,150.0,150.0,31.1,38.0,96.0
2344,2012-07-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,96.0,63.0,200.0,200.0,30.0,40.0,98.0
2345,2012-07-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,98.0,63.0,110.0,110.0,21.0,25.9,99.0
2346,2012-07-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,99.0,66.0,150.0,140.0,28.0,33.1,90.0
2347,2012-07-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.15,0.0,0.0,90.0,63.0,340.0,350.0,31.1,38.0,84.0
2348,2012-07-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.23,0.0,0.0,84.0,60.0,200.0,170.0,31.1,38.9,77.0
2349,2012-07-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",4.92,0.0,0.0,0.0,77.0,60.0,50.0,50.0,16.1,19.9,82.0
2350,2012-07-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,82.0,59.0,90.0,100.0,16.1,21.9,85.0
2351,2012-07-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,85.0,59.0,150.0,120.0,17.0,33.1,91.0
2352,2012-07-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,91.0,62.0,180.0,190.0,17.9,23.0,94.0
2353,2012-07-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,94.0,60.0,50.0,20.0,19.9,25.9,96.0
2354,2012-07-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,96.0,67.0,100.0,100.0,17.9,23.0,97.0
2355,2012-07-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,97.0,62.0,100.0,100.0,25.9,36.0,100.0
2356,2012-07-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,100.0,63.0,310.0,300.0,38.9,45.0,94.0
2357,2012-07-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,94.0,63.0,260.0,260.0,33.1,40.9,91.0
2358,2012-07-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,91.0,59.0,220.0,220.0,21.9,28.0,98.0
2359,2012-07-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,98.0,63.0,220.0,220.0,30.0,34.9,100.0
2360,2012-07-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,100.0,64.0,150.0,140.0,21.9,31.1,101.0
2361,2012-07-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,101.0,67.0,150.0,120.0,23.9,29.1,102.0
2362,2012-07-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.71,0.0,0.0,0.0,102.0,68.0,150.0,190.0,16.1,19.9,97.0
2363,2012-07-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,97.0,68.0,280.0,260.0,28.0,34.9,100.0
2364,2012-07-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,100.0,64.0,260.0,260.0,32.0,38.0,97.0
2365,2012-07-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,97.0,61.0,10.0,210.0,29.1,42.9,90.0
2366,2012-07-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,90.0,64.0,30.0,10.0,29.1,34.9,93.0
2367,2012-07-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,93.0,57.0,60.0,40.0,16.1,23.0,97.0
2368,2012-07-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.01,0.0,0.0,97.0,63.0,280.0,280.0,30.0,38.0,94.0
2369,2012-07-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,94.0,66.0,230.0,230.0,32.0,40.0,94.0
2370,2012-07-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.02,0.0,0.0,94.0,64.0,320.0,330.0,33.1,40.0,92.0
2371,2012-07-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.04,0.0,0.0,92.0,62.0,300.0,300.0,23.9,28.0,95.0
2372,2012-07-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,95.0,68.0,220.0,200.0,25.9,33.1,94.0
2373,2012-08-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,94.0,65.0,10.0,10.0,23.9,29.1,93.0
2374,2012-08-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.0,0.0,0.0,93.0,62.0,320.0,310.0,29.1,34.9,98.0
2375,2012-08-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,98.0,63.0,30.0,30.0,36.9,44.1,83.0
2376,2012-08-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,83.0,58.0,10.0,10.0,21.9,29.1,97.0
2377,2012-08-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,97.0,58.0,170.0,180.0,23.0,25.9,98.0
2378,2012-08-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,98.0,69.0,310.0,310.0,29.1,34.9,94.0
