"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-09","7.61",,,"0.00",,,,"94","58",,"  200","  210","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-10","10.07",,,"0.00",,,,"98","64",,"  230","  230","23.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-11","8.72",,,"0.00",,,,"85","61",,"  120","   60","17.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-12","9.62",,,"0.00",,,,"89","56",,"  160","  160","25.1","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-13","7.38",,,"0.00",,,,"89","57",,"  340","  360","17.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-14","6.93",,,"0.00",,,,"85","59",,"  190","  200","21.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-15","10.29",,,"0.22",,,,"88","61",,"  360","  360","25.9","33.1",,,"    1",,"    1",,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-16","8.72",,,"0.00",,,,"95","58",,"   40","   40","21.0","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-17","7.38",,,"0.00",,,,"89","58",,"  140","  130","18.1","23.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-18","8.05",,,"0.11",,,,"92","59",,"  160","  170","33.1","40.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-19","11.41",,,"0.02",,,,"92","64",,"  280","  280","31.1","40.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-20","6.93",,,"0.02",,,,"93","59",,"  320","  320","19.9","23.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-21","7.61",,,"0.00",,,,"94","60",,"  220","  240","25.1","33.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-22","8.95",,,"0.00",,,,"93","64",,"  260","  260","18.1","23.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-23","8.05",,,"0.00",,,,"95","60",,"  350","  350","28.0","34.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-24","10.07",,,"0.00",,,,"91","61",,"  250","  260","35.1","59.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-25","10.51",,,"0.00",,,,"93","57",,"  200","  200","30.0","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-26","8.50",,,"0.00",,,,"91","63",,"  230","  240","21.9","32.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-27","8.28",,,"0.00",,,,"92","59",,"   60","   50","19.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-28","8.72",,,"0.03",,,,"84","59",,"  350","  350","21.9","27.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-29","8.50",,,"0.00",,,,"86","60",,"  170","  170","25.1","32.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-30","11.63",,,"0.00",,,,"92","63",,"  160","  170","23.0","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-07-31","7.61",,,"0.01",,,,"92","61",,"  290","  290","23.0","27.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-01","7.16",,,"0.00",,,,"93","62",,"  360","   20","19.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-02","7.83",,,"0.00",,,,"93","58",,"  160","  170","29.1","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-03","8.05",,,"0.01",,,,"95","62",,"  200","  200","21.0","25.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-04","8.72",,,"0.00",,,,"74","63",,"  350","  360","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-05","8.72",,,"0.00",,,,"75","59",,"  170","  170","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-06","6.04",,,"0.00",,,,"81","60",,"  200","  200","15.0","19.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-07","6.93",,,"0.00",,,,"89","56",,"  190","  190","21.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-08","9.40",,,"0.00",,,,"87","64",,"  170","  170","23.9","29.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-09","6.71",,,"0.04",,,,"94","58",,"  230","  230","32.0","42.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-10","7.61",,,"0.00",,,,"93","59",,"  340","  330","25.1","34.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-11","7.38",,,"0.05",,,,"87","59",,"  360","  360","33.1","40.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-12","4.92",,,"0.00",,,,"81","55",,"   60","   70","12.1","16.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-13","9.84",,,"0.00",,,,"86","57",,"  190","  200","23.0","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-14","10.51",,,"0.00",,,,"88","58",,"  160","  100","19.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-15","8.05",,,"0.00",,,,"90","60",,"  360","   10","32.0","38.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-16","10.29",,,"0.00",,,,"87","54",,"  250","  250","25.1","31.1",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-17","7.61",,,"0.00",,,,"87","57",,"  210","  210","19.9","23.9",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-18","8.28",,,"0.00",,,,"85","55",,"  280","  280","30.0","36.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-19","8.95",,,"0.07",,,,"80","48",,"   20","   10","40.9","53.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-20","6.04",,,"0.00",,,,"76","46",,"   30","   20","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-21","8.50",,,"0.00",,,,"88","51",,"  170","  170","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-22","7.83",,,"0.01",,,,"88","56",,"   60","   60","23.0","32.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-23","9.62",,,"0.00",,,,"85","56",,"  250","  250","28.0","35.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-24","6.71",,,"0.04",,,,"66","50",,"  160","  160","19.9","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-25","7.38",,,"0.07",,,,"70","45",,"  310","  330","17.0","21.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-26","6.26",,,"0.00",,,,"77","54",,"  100","  110","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-27","5.59",,,"0.00",,,,"82","47",,"  170","  140","14.1","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-28","8.28",,,"0.00",,,,"83","59",,"  170","  180","25.9","36.0",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-29","9.62",,,"0.30",,,,"79","55",,"  220","  210","23.0","28.0",,,"    1",,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-30","5.14",,,"1.15",,,,"81","53",,"  130","  120","21.0","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-08-31","6.49",,,"0.00",,,,"80","52",,"  180","  170","18.1","27.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-01","10.96",,,"0.00",,,,"83","55",,"  170","  180","25.9","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-02","7.38",,,"0.00",,,,"83","60",,"  170","  160","19.9","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-03","6.71",,,"0.00",,,,"87","57",,"  340","   10","21.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-04","10.07",,,"0.00",,,,"86","56",,"  240","  210","35.1","42.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-05","8.50",,,"0.00",,,,"89","49",,"  220","  180","23.9","33.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-06","5.82",,,"0.01",,,,"80","58",,"   80","  220","16.1","23.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-07","5.14",,,"0.00",,,,"86","55",,"   90","   80","18.1","23.9","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-08","5.59",,,"0.00",,,,"86","49",,"  170","  170","15.0","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-09","8.50",,,"0.00",,,,"74","44",,"   20","   20","25.1","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-10","9.62",,,"0.00",,,,"78","40",,"  140","  160","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-11","8.05",,,"0.00",,,,"89","53",,"  230","  210","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-12","9.17",,,"0.20",,,,"76","53",,"  210","  240","21.9","28.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-13","7.61",,,"0.01",,,,"67","48",,"  310","  310","19.9","25.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-14","10.51",,,"0.00",,,,"79","49",,"  210","  210","30.0","36.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-15","5.82",,,"0.00",,,,"76","47",,"   20","   10","21.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-16","7.16",,,"0.01",,,,"72","43",,"  190","  200","19.9","23.9",,,"    1",,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-17","6.71",,,"0.00",,,,"76","48",,"  170","  190","15.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-18","6.04",,,"0.00",,,,"86","50",,"  250","  260","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-19","7.61",,,"0.00",,,,"88","51",,"  170","  170","17.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-20","5.82",,,"0.00",,,,"87","60",,"  230","  230","30.0","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-21","8.50",,,"0.00",,,,"81","62",,"  220","  230","19.9","27.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-22","6.26",,,"0.00",,,,"77","52",,"  340","  340","18.1","21.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-23","15.43",,,"0.00",,,,"85","50",,"  170","  240","32.0","40.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-24","7.61",,,"0.00",,,,"69","44",,"  310","  310","21.9","31.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-25","5.82",,,"0.00",,,,"66","39",,"  160","   40","10.1","16.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-26","6.26",,,"0.00",,,,"76","41",,"  170","   90","13.0","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-27","4.25",,,"0.00",,,,"80","43",,"   10","  360","12.1","15.0",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-28","5.82",,,"0.00",,,,"81","45",,"   90","   70","16.1","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-29","7.83",,,"0.00",,,,"84","49",,"  160","  160","19.9","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-09-30","6.26",,,"0.00",,,,"73","51",,"  250","  260","16.1","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-01","7.61",,,"0.00",,,,"78","47",,"  170","  180","17.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-02","9.17",,,"0.00",,,,"78","49",,"  150","  150","21.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-03","16.33",,,"0.00",,,,"78","49",,"  240","  210","40.0","52.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-04","12.30",,,"0.00",,,,"61","39",,"  330","  280","23.9","30.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-05","8.72",,,"0.00",,,,"64","35",,"  230","  230","18.1","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-06","7.83",,,"0.16",,,,"52","35",,"   20","   20","23.0","29.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-07","6.93",,,"0.00",,,,"66","31",,"  110","  110","15.0","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-08","7.61",,,"0.00",,,,"73","35",,"  110","  110","21.0","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-09","5.37",,,"0.00",,,,"74","38",,"  250","  190","12.1","13.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-10","6.93",,,"0.00",,,,"77","44",,"  340","  320","16.1","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-11","8.95",,,"0.00",,,,"75","46",,"  240","  250","30.0","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-12","4.92",,,"0.01",,,,"48","36",,"  360","  360","21.9","25.1","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-13","5.82",,,"0.00",,,,"76","38",,"  200","  200","17.0","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-14","8.50",,,"0.00",,,,"83","47",,"  210","  200","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-15","7.61",,,"0.00",,,,"83","53",,"  240","  240","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-16","10.74",,,"0.00",,,,"86","45",,"  230","  220","23.9","32.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-17","9.40",,,"0.00",,,,"78","41",,"   50","   40","23.9","35.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-18","8.95",,,"0.00",,,,"63","36",,"  360","  350","21.9","27.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-19","6.93",,,"0.00",,,,"58","32",,"  350","  350","21.0","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-20","6.93",,,"0.00",,,,"63","26",,"  170","  150","14.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-21","6.93",,,"0.00",,,,"76","36",,"  150","  130","16.1","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-22","6.71",,,"0.00",,,,"80","39",,"  230","  230","17.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-23","7.61",,,"0.00",,,,"76","39",,"  330","  330","21.0","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-24","6.26",,,"0.00",,,,"78","39",,"  180","  180","17.0","21.0",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-25","8.05",,,"0.00",,,,"69","45",,"  230","  230","18.1","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-26","6.93",,,"0.00",,,,"72","38",,"  200",,"15.0",,,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-27","7.83",,,"0.00",,,,"82","43",,"  170",,"15.0",,,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-28","8.95",,,"0.00",,,,"79","52",,"  220","  220","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-29","6.71",,,"0.00",,,,"76","49",,"  360","  350","17.0","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-30","8.05",,,"0.00",,,,"74","43",,"  180","  190","17.0","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-10-31","10.07",,,"0.00",,,,"78","48",,"   90","  260","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-01","14.54",,,"0.00",,,,"67","47",,"  180","  190","29.1","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-02","6.71",,,"0.00",,,,"60","40",,"  340","  330","17.0","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-03","4.25",,,"0.00",,,,"68","36",,"  170","  140","12.1","13.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-04","7.83",,,"0.00",,,,"70","36",,"  160","  170","18.1","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-05","5.59",,,"0.00",,,,"65","36",,"  200","  210","16.1","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-06","4.70",,,"0.00",,,,"67","38",,"  260","   90","10.1","14.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-07","5.82",,,"0.00",,,,"62","34",,"  160","   90","12.1","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-08","4.70",,,"0.00",,,,"64","32",,"  170","  160","14.1","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-09","6.04",,,"0.00",,,,"73","35",,"  170","  170","13.0","14.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-10","5.37",,,"0.00",,,,"66","36",,"  360","   40","18.1","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-11","8.05",,,"0.00",,,,"60","31",,"  130","  130","17.0","23.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-12","6.71",,,"0.00",,,,"69","35",,"  160","  160","16.1","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-13","6.04",,,"0.00",,,,"64","34",,"  290","  300","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-14","8.50",,,"0.00",,,,"71","34",,"  340","  340","21.9","25.9",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-15","9.62",,,"0.00",,,,"76","47",,"  190","  200","19.9","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-16","11.41",,,"0.00",,,,"75","41",,"  240","  230","32.0","40.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-17","8.50",,,"0.11",,,,"41","21",,"   10","   10","25.9","33.1","    1","    1",,,,,,,"    1",
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-18","6.71",,,"0.00",,,,"35","14",,"  170","  160","15.0","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-19","2.46",,,"0.00",,,,"48","18",,"  230","  230","13.0","16.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-20","9.40",,,"0.00",,,,"68","39",,"  210","  220","19.9","23.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-21","7.83",,,"0.00",,,,"64","44",,"  210","  210","18.1","25.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-22","8.72",,,"0.17",,,,"44","25",,"  360","  360","23.0","25.9","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-23","6.26",,,"0.00",,,,"50","25",,"  170","  170","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-24","11.18",,,"0.00",,,,"47","27",,"  320","  320","30.0","36.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-25","8.95",,,"0.00",,,,"61","24",,"  220","  230","17.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-26","9.17",,,"0.00",,,,"58","26",,"  200","  200","21.0","25.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-27","12.30",,,"0.02",,,,"51","32",,"  310","  320","25.9","40.0","    1",,,,"    1",,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-28","10.29",,,"0.00",,,,"43","25",,"  300","  300","25.9","36.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-29","6.93",,,"0.00",,,,"39","18",,"  350","  360","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-11-30","6.04",,,"0.00",,,,"39","15",,"  360","   10","15.0","18.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-01","5.14",,,"0.00",,,,"40","16",,"  210","  220","12.1","15.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-02","4.25",,,"0.00",,,,"31","16",,"  200","  140","14.1","18.1","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-03","4.03",,,"0.00",,,,"42","14",,"  360","  200","14.1","19.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-04","7.83",,,"0.00",,,,"52","15",,"  160","  150","17.0","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-05","11.41",,,"0.01",,,,"52","16",,"  290","  280","30.0","38.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-06","11.18",,,"0.02",,,,"28","12",,"  160","  150","18.1","23.9","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-07","5.37",,,"0.01",,,,"15","0",,"  350","  350","18.1","19.9","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-08","2.24",,,"0.00",,,,"20","-7",,"  350","  350","12.1","13.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-09","4.70",,,"0.00",,,,"52","3",,"  130","  130","13.0","15.0","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-10","8.72",,,"0.00",,,,"60","22",,"  250","  260","28.0","36.9","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-11","7.38",,,"0.03",,,,"45","24",,"  140","   40","16.1","19.9","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-12","6.71",,,"0.00",,,,"47","19",,"  160","  160","21.0","23.9","    1","    1",,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-13","6.93",,,"0.00",,,,"46","18",,"  270","  310","21.9","28.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-14","5.59",,,"0.00",,,,"35","13",,"   40","   40","16.1","19.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-15","9.84",,,"0.00",,,,"65","14",,"  260","  250","31.1","40.9",,,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-16","9.17",,,"0.04",,,,"55","7",,"   20","   20","23.0","27.1","    1",,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-17","6.49",,,"0.19",,,,"18","-5",,"   30","   30","16.1","19.9","    1",,,,,,,"    1",,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-18","4.92",,,"0.00",,,,"32","-4",,"  250","  260","15.0","21.9",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-19","9.17",,,"0.00",,,,"49","9",,"  220","  220","23.9","29.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-20","10.29",,,"0.00",,,,"57","32",,"  240","  240","21.9","27.1",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-21","7.83",,,"0.00",,,,"47","31",,"   80","   80","17.0","21.0",,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","2016-12-22","3.58",,,"0.00",,,,"40","26",,"  180","  180","8.9","11.0",,,,,,,,,,
