"STATION","NAME","DATE","DASF","MDSF","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-21",,,"0.00","0.0","0.0",,"98","63","65",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-22",,,"0.08","0.0","0.0",,"96","62","62",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-23",,,"0.00","0.0","0.0",,"91","62","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-24",,,"0.00","0.0","0.0",,"94","63","72",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-25",,,"0.00","0.0","0.0",,"101","67","68",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-26",,,"0.04","0.0","0.0",,"96","64","67",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-27",,,"0.06","0.0","0.0",,"83","61","63",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-28",,,"0.00","0.0","0.0",,"90","62","66",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-29",,,"0.42","0.0","0.0",,"96","65","66",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-30",,,"0.02","0.0","0.0",,"77","62","64",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-07-31",,,"0.15","0.0","0.0",,"82","57","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-01",,,"0.00","0.0","0.0",,"89","57","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-02",,,"0.00","0.0","0.0",,"90","59","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-03",,,"0.11","0.0","0.0",,"91","56","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-04",,,"0.10","0.0","0.0",,"69","54","58",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-05",,,"0.00","0.0","0.0",,"93","57","61",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-06",,,"0.01","0.0","0.0",,"88","56","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-07",,,"0.11","0.0","0.0",,"79","57","59",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-08",,,"0.80","0.0","0.0",,"66","56","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-09",,,"0.03","0.0","0.0",,"75","54","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-10",,,"0.00","0.0","0.0",,"79","53","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-11",,,"0.02","0.0","0.0",,"79","53","53",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-12",,,"0.00","0.0","0.0",,"83","53","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-13",,,"0.02","0.0","0.0",,"89","55","57",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-14",,,"0.19","0.0","0.0",,"90","57","60",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-15",,,"0.06","0.0","0.0",,"94","56","56",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-16",,,"0.03","0.0","0.0",,"84","56","58",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-17",,,"0.01","0.0","0.0",,"77","55","55",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-18",,,"0.00","0.0","0.0",,"88","54","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-19",,,"0.00","0.0","0.0",,"92","53","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-20",,,"0.00","0.0","0.0",,"97","59","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-21",,,"0.00","0.0","0.0",,"92","62","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-22",,,"0.00","0.0","0.0",,"88","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-23",,,"0.00","0.0","0.0",,"90","58","65",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-24",,,"0.00","0.0","0.0",,"92","57","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-25",,,"0.00","0.0","0.0",,"88","56","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-26",,,"0.00","0.0","0.0",,"91","57","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-27",,,"0.00","0.0","0.0",,"94","57","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-28",,,"0.00","0.0","0.0",,"88","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-29",,,"0.00","0.0","0.0",,"92","57","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-30",,,"0.00","0.0","0.0",,"96","57","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-08-31",,,"0.00","0.0","0.0",,"93","57","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-01",,,"0.00","0.0","0.0",,"88","58","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-02",,,"0.00","0.0","0.0",,"88","56","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-03",,,"0.00","0.0","0.0",,"92","55","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-04",,,"0.00","0.0","0.0",,"98","57","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-05",,,"0.00","0.0","0.0",,"96","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-06",,,"0.00","0.0","0.0",,"71","48","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-07",,,"0.00","0.0","0.0",,"83","48","53",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-08",,,"0.00","0.0","0.0",,"86","51","53",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-09",,,"0.00","0.0","0.0",,"87","51","57",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-10",,,"0.00","0.0","0.0",,"92","57","61",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-11",,,"0.00","0.0","0.0",,"92","60","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-12",,,"0.00","0.0","0.0",,"89","59","59",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-13",,,"0.00","0.0","0.0",,"93","58","64",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-14",,,"0.00","0.0","0.0",,"91","58","58",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-15",,,"0.00","0.0","0.0",,"90","53","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-16",,,"0.01","0.0","0.0",,"87","49","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-17",,,"0.00","0.0","0.0",,"70","47","47",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-18",,,"0.01","0.0","0.0",,"76","46","51",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-19",,,"0.00","0.0","0.0",,"84","50","62",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-20",,,"0.00","0.0","0.0",,"90","46","47",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-21",,,"0.00","0.0","0.0",,"80","46","66",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-22",,,"0.00","0.0","0.0",,"92","52","52",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-23",,,"0.00","0.0","0.0",,"78","47","47",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-24",,,"0.47","0.0","0.0",,"54","44","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-25",,,"0.12","0.0","0.0",,"49","44","44",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-26",,,"0.01","0.0","0.0",,"54","42","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-27",,,"0.00","0.0","0.0",,"61","45","50",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-28",,,"0.41","0.0","0.0",,"56","49","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-29",,,"0.01","0.0","0.0",,"63","45","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-09-30",,,"0.01","0.0","0.0",,"65","43","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-01",,,"0.00","0.0","0.0",,"73","42","52",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-02",,,"0.26","0.0","0.0",,"75","43","44",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-03",,,"0.25","0.0","0.0",,"45","36","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-04",,,"0.00","0.0","0.0",,"63","37","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-05",,,"0.01","0.0","0.0",,"69","48","52","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-06",,,"0.00","0.0","0.0",,"66","51","52","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-07",,,"0.00","0.0","0.0",,"66","44","46",,"    1",,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-08",,,"0.00","0.0","0.0",,"83","42","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-09",,,"0.43","0.8","1.0",,"67","31","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-10",,,"0.11","1.1","1.0",,"34","26","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-11",,,"0.00","0.0","0.0",,"60","26","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-12",,,"0.00","0.0","0.0",,"70","31","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-13",,,"0.00","0.0","0.0",,"80","36","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-14",,,"0.00","0.0","0.0",,"66","35","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-15",,,"0.00","0.0","0.0",,"57","26","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-16",,,"0.00","0.0","0.0",,"65","26","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-17",,,"0.00","0.0","0.0",,"79","40","41",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-18",,,"0.00","0.0","0.0",,"79","38","53",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-19",,,"0.00","0.0","0.0",,"78","37","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-20",,,"0.00","0.0","0.0",,"77","35","50",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-21",,,"0.00","0.0","0.0",,"80","46","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-22",,,"0.00","0.0","0.0",,"53","33","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-23",,,"0.00","0.0","0.0",,"71","36","60",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-24",,,"0.00","0.0","0.0",,"60","32","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-25",,,"0.00","0.0","0.0",,"63","31","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-26",,,"0.00","0.0","0.0",,"84","45","54",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-27",,,"0.02","0.2","0.0",,"55","21","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-28",,,"0.00","0.0","0.0",,"42","20","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-29",,,"0.00","0.0","0.0",,"60","38","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-30",,,"0.00","0.0","0.0",,"75","29","29",,,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2017-10-31",,,"0.00","0.0","0.0",,"34","27","29",,,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-01",,,"0.00","0.0","0.0",,"61","26","49",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-02",,,"0.00","0.0","0.0",,"69","34","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-03",,,"0.00","0.0","0.0",,"48","26","29","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-04",,,"0.00","0.0","0.0",,"58","28","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-05",,,"0.00","0.0","0.0",,"72","31","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-06",,,"0.00","0.0","0.0",,"53","27","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-07",,,"0.02","0.0","0.0",,"40","24","25","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-08",,,"0.01","0.0","0.0",,"31","24","28","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-09",,,"0.00","0.0","0.0",,"61","27","29","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-10",,,"0.00","0.0","0.0",,"42","22","23","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-11",,,"0.00","0.0","0.0",,"61","22","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-12",,,"0.00","0.0","0.0",,"60","26","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-13",,,"0.00","0.0","0.0",,"59","28","40",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-14",,,"0.00","0.0","0.0",,"73","32","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-15",,,"0.00","0.0","0.0",,"67","28","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-16",,,"0.00","0.0","0.0",,"54","28","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-17",,,"0.00","0.0","0.0",,"76","32","56",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-18",,,"0.25","0.0","0.0",,"66","26","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-19",,,"0.00","0.0","0.0",,"50","24","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-20",,,"0.00","0.0","0.0",,"62","26","45",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-21",,,"0.00","0.0","0.0",,"69","43","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-22",,,"0.00","0.0","0.0",,"50","31","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-23",,,"0.00","0.0","0.0",,"71","34","44",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-24",,,"0.00","0.0","0.0",,"73","43","63",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-25",,,"0.00","0.0","0.0",,"74","35","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-26",,,"0.00","0.0","0.0",,"62","34","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-27",,,"0.00","0.0","0.0",,"76","34","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-28",,,"0.00","0.0","0.0",,"79","35","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-29",,,"0.00","0.0","0.0",,"47","25","27",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-11-30",,,"0.00","0.0","0.0",,"67","27","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-01",,,"0.00","0.0","0.0",,"54","29","35",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-02",,,"0.00","0.0","0.0",,"63","30","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-03",,,"0.00","0.0","0.0",,"66","29","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-04",,,"0.00","0.0","0.0",,"71","30","34",,,,,,"    1"
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-05",,,"0.00","0.0","0.0",,"39","18","18",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-06",,,"0.00","0.0","0.0",,"51","15","24",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-07",,,"0.00","0.0","0.0",,"37","12","13",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-08",,,"0.00","0.0","0.0",,"38","13","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-09",,,"0.00","0.0","0.0",,"56","23","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-10",,,"0.00","0.0","0.0",,"62","27","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-11",,,"0.00","0.0","0.0",,"63","29","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-12",,,"0.00","0.0","0.0",,"58","27","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-13",,,"0.00","0.0","0.0",,"71","29","41",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-14",,,"0.05","0.7","1.0",,"51","28","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-15",,,"0.00","0.0","0.0",,"37","22","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-16",,,"0.00","0.0","0.0",,"65","26","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-17",,,"0.00","0.0","0.0",,"49","29","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-18",,,"0.00","0.0","0.0",,"40","16","17",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-19",,,"0.00","0.0","0.0",,"56","16","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-20",,,"0.00","0.0","0.0",,"52","25","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-21",,,"0.01","0.1","0.0",,"66","23","23",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-22",,,"0.04","0.8","1.0",,"23","11","15",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-23",,,"0.00","0.0","0.0",,"46","14","14",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-24",,,"0.10","1.3","1.0",,"43","1","3",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-25",,,"0.00","0.0","1.0",,"29","1","13",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-26",,,"0.00","0.0","1.0",,"20","5","8",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-27",,,"0.00","0.0","1.0",,"11","1","4",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-28",,,"0.00","0.0","0.0",,"54","4","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-29",,,"0.00","0.0","0.0",,"47","26","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-30",,,"0.00","0.0","0.0",,"64","12","13","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2017-12-31",,,"0.00","0.0","0.0",,"37","11","19","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-01",,,"0.00","0.0","0.0",,"21","8","9",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-02",,,"0.00","0.0","0.0",,"30","8","12",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-03",,,"0.00","0.0","0.0",,"44","12","20",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-04",,,"0.00","0.0","0.0",,"55","18","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-05",,,"0.00","0.0","0.0",,"52","19","21",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-06",,,"0.00","0.0","0.0",,"55","21","28",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-07",,,"0.00","0.0","0.0",,"59","26","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-08",,,"0.00","0.0","0.0",,"52","22","23",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-09",,,"0.00","0.0","0.0",,"47","22","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-10",,,"0.00","0.0","0.0",,"67","29","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-11",,,"0.03","0.0","0.0",,"58","21","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-12",,,"0.00","0.0","0.0",,"41","20","30",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-13",,,"0.00","0.0","0.0",,"46","17","17","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-14",,,"0.00","0.0","0.0",,"50","17","25",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-15",,,"0.00","0.0","0.0",,"59","23","23",,,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-16",,,"0.05","0.7","0.0",,"24","1","3",,,"    1",,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-17",,,"0.00","0.0","0.0",,"35","1","9",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-18",,,"0.00","0.0","0.0",,"51","8","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-19",,,"0.00","0.0","0.0",,"65","31","42",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-20",,,"0.00","0.0","0.0",,"69","33","33",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-21",,,"0.10","2.0","2.0",,"45","24","24",,,"    1",,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-22",,,"0.15","2.1","4.0",,"27","11","12",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-23",,,"0.00","0.0","3.0",,"45","9","31",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-24",,,"0.00","0.0","3.0",,"44","15","25",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-25",,,"0.00","0.0","2.0",,"48","24","39",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-26",,,"0.00","0.0","1.0",,"59","27","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-27",,,"0.00","0.0","1.0",,"39","20","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-28",,,"0.00","0.0","1.0",,"45","21","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-29",,,"0.00","0.0","0.0",,"51","24","26",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-30",,,"0.00","0.0","0.0",,"60","24","43",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-01-31",,,"0.00","0.0","0.0",,"60","28","29",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-01",,,"0.00","0.0","0.0",,"43","25","25",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-02",,,"0.00","0.1","0.0",,"32","22","23","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-03",,,"0.00","0.0","0.0",,"57","23","41",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-04",,,"0.00","0.0","0.0",,"57","18","18","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-05",,,"0.00","0.0","0.0",,"51","11","48",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-06",,,"0.00","0.0","0.0",,"54","21","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-07",,,"0.00","0.0","0.0",,"48","20","20",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-08",,,"0.00","0.0","0.0",,"55","19","32",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-09",,,"0.00","0.0","0.0",,"61","26","26","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-10",,,"0.01","0.1","0.0",,"34","11","11","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-11",,,"0.13","2.1","2.0",,"14","7","10","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-12",,,"0.00","0.0","1.0",,"43","9","18",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-13",,,"0.00","0.0","1.0",,"19","14","17","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-14",,,"0.00","0.0","0.0",,"56","17","36",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-15",,,"0.00","0.0","0.0",,"66","32","34",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-16",,,"0.06","1.3","1.0",,"47","13","14","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-17",,,"0.00","0.0","0.0",,"42","13","37",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-18",,,"0.00","0.0","0.0",,"57","27","46",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-19",,,"0.01","0.2","0.0",,"69","11","11","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-20",,,"0.14","2.8","3.0",,"14","-1","0","    1",,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-21",,,"0.00","0.0","2.0",,"15","-3","-2",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-22",,,"0.00","0.0","2.0",,"20","-2","11",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-23",,,"0.03","0.5","2.0",,"24","8","13","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-24",,,"0.00","0.0","2.0",,"27","13","17","    1",,,,"    1",
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-25",,,"0.00","0.0","1.0",,"35","14","15",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-26",,,"0.00","0.0","0.0",,"41","15","17",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-27",,,"0.00","0.0","0.0",,"55","15","18",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-02-28",,,"0.00","0.0","0.0",,"55","18","22",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-01",,,"0.00","0.0","0.0",,"50","22","23",,,,,,
"USW00023062","DENVER CENTRAL PARK, CO US","2018-03-02",,,"0.00","0.0","0.0",,"59","21","35",,,,,,
